Module;Offered;Group;Language;Activity;Day;Start;End;Venue;Campus;Study Prog
APS461;S2;G01;E;L2;Tuesday;10:30;11:30;Agric Science 5-11;HATFIELD;
APS461;S2;G01;E;P1;Wednesday;11:30;14:30;Agric Science 5-11;HATFIELD;
APS761;S2;G01;E;L1;Monday;13:30;14:30;Agric Science 5-11;HATFIELD;
APS761;S2;G01;E;L2;Tuesday;10:30;11:30;Agric Science 5-11;HATFIELD;
APS761;S2;G01;E;P1;Wednesday;11:30;14:30;Agric Science 5-11;HATFIELD;
ARD485;S1;G01;E;L1;Tuesday;15:30;16:30;Agric Annex 2-7;HATFIELD;
ARD485;S1;G01;E;L2;Wednesday;15:30;17:30;Agric Annex 2-7;HATFIELD;
BAC200;S1;G01;E;L1;Tuesday;07:30;09:30;Centenary 2;HATFIELD;
BAC200;S1;G01;E;L2;Thursday;08:30;09:30;Centenary 5;HATFIELD;
BAC200;S1;G01;E;L3;Friday;11:30;12:30;Centenary 4;HATFIELD;
BAC200;S1;G02;E;L1;Tuesday;12:30;14:30;Centenary 3;HATFIELD;
BAC200;S1;G02;E;L2;Thursday;10:30;11:30;Centenary 1;HATFIELD;
BAC200;S1;G02;E;L3;Friday;12:30;13:30;Centenary 4;HATFIELD;
BAC200;S2;G03;E;L1;Tuesday;08:30;10:30;Centenary 6;HATFIELD;
BAC200;S2;G03;E;L2;Thursday;11:30;12:30;Centenary 2;HATFIELD;
BAC200;S2;G03;E;L3;Friday;09:30;10:30;Centenary 1;HATFIELD;
BAC200;S2;G04;E;L1;Tuesday;13:30;15:30;Centenary 3;HATFIELD;
BAC200;S2;G04;E;L2;Thursday;14:30;15:30;Centenary 5;HATFIELD;
BAC200;S2;G04;E;L3;Friday;10:30;11:30;Centenary 1;HATFIELD;
BAC300;S1;G02;E;L2;Wednesday;08:30;10:30;Roos hall;HATFIELD;
BAC300;S2;G02;E;L2;Wednesday;08:30;10:30;Centenary 6;HATFIELD;
BAC300;Y;G01;E;L1;Monday;09:30;10:30;Centenary 4;HATFIELD;
BAC300;Y;G01;E;L2;Tuesday;08:30;10:30;Centenary 1;HATFIELD;
BAC300;Y;G01;E;L3;Thursday;14:30;15:30;Centenary 1;HATFIELD;
BAC300;Y;G02;E;L1;Monday;08:30;09:30;Centenary 4;HATFIELD;
BAC300;Y;G02;E;L3;Thursday;09:30;10:30;Centenary 2;HATFIELD;
BAC310;S1;G01;E;L1;Monday;09:30;10:30;Centenary 4;HATFIELD;
BAC310;S1;G01;E;L2;Tuesday;08:30;10:30;Centenary 1;HATFIELD;
BAC310;S1;G01;E;L3;Thursday;14:30;15:30;Centenary 1;HATFIELD;
BAC310;S1;G02;E;L1;Monday;08:30;09:30;Centenary 4;HATFIELD;
BAC310;S1;G02;E;L2;Wednesday;08:30;10:30;Roos hall;HATFIELD;
BAC310;S1;G02;E;L3;Thursday;09:30;10:30;Centenary 2;HATFIELD;
BAM133;S1;G101;E;L1;Monday;11:00;12:00;Mam A3;MAMELODI;BCOM   
BAM133;S1;G101;E;L2;Thursday;10:00;11:00;Mam A3;MAMELODI;
BAM133;S1;G101;E;L3;Thursday;11:00;12:00;Mam A3;MAMELODI;
BAM133;S1;G101;E;P1;Wednesday;16:00;17:00;Mam B3;MAMELODI;BCOM   
BAM133;S1;G101;E;T1;Thursday;12:00;14:00;Mam C6;MAMELODI;BCOM   
BAM133;S1;G102;E;P1;Wednesday;11:00;12:00;Mam B3;MAMELODI;BCOM   
BAM133;S1;G102;E;T1;Tuesday;12:00;14:00;Mam C6;MAMELODI;BCOM   
BAM133;S1;G103;E;T1;Monday;08:00;10:00;Mam C6;MAMELODI;BCOM   
BAM133;S1;G104;E;T1;Monday;14:00;16:00;Mam C5;MAMELODI;BCOM   
BAM133;S1;G105;E;T1;Wednesday;09:00;11:00;Mam C6;MAMELODI;BCOM   
BAM133;S1;G106;E;T1;Tuesday;13:00;15:00;Mam C5;MAMELODI;BCOM   
BAM133;S1;G107;E;T1;Monday;12:00;14:00;Mam C5;MAMELODI;BCOM   
BAM133;S1;G108;E;T1;Wednesday;09:00;11:00;Mam C5;MAMELODI;BCOM   
BAM133;S1;G109;E;T1;Wednesday;10:00;12:00;Mam C4;MAMELODI;BCOM   
BAN313;S1;G01;E;L1;Wednesday;11:30;12:30;Eng III - 2;HATFIELD;B3   
BAN313;S1;G01;E;L2;Thursday;07:30;09:30;Eng NS2 Comp Lab 1;HATFIELD;
BAN313;S1;G01;E;L2;Thursday;07:30;09:30;Eng NS2 Comp Lab 2;HATFIELD;
BAN313;S1;G01;E;L2;Thursday;07:30;09:30;Eng NS2 Comp Lab 3;HATFIELD;
BAN313;S1;G01;E;L2;Thursday;07:30;09:30;Eng NS2 Comp Lab 4;HATFIELD;
BCM251;S1;G01;E;L1;Thursday;08:30;09:30;Roos hall;HATFIELD;
BCM251;S1;G01;E;L2;Friday;10:30;11:30;Roos hall;HATFIELD;
BCM251;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab A;HATFIELD;
BCM251;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab B;HATFIELD;
BCM251;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab D;HATFIELD;
BCM251;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab A;HATFIELD;
BCM251;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab B;HATFIELD;
BCM251;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab D;HATFIELD;
BCM251;S1;P03;E;P1;Monday;13:30;16:30;Biolab A;HATFIELD;
BCM251;S1;P03;E;P1;Monday;13:30;16:30;Biolab B;HATFIELD;
BCM251;S1;P03;E;P1;Monday;13:30;16:30;Biolab D;HATFIELD;
BCM251;S1;P04;E;P1;Thursday;10:30;13:30;Biolab A;HATFIELD;
BCM251;S1;P04;E;P1;Thursday;10:30;13:30;Biolab B;HATFIELD;
BCM251;S1;P04;E;P1;Thursday;10:30;13:30;Biolab D;HATFIELD;
BCM252;S2;G01;E;L1;Monday;11:30;12:30;Roos hall;HATFIELD;
BCM252;S2;G01;E;L2;Friday;10:30;11:30;Thuto 3-1;HATFIELD;
BCM252;S2;P01;E;P1;Friday;13:30;16:30;Biolab A;HATFIELD;
BCM252;S2;P01;E;P1;Friday;13:30;16:30;Biolab B;HATFIELD;
BCM252;S2;P01;E;P1;Friday;13:30;16:30;Biolab D;HATFIELD;
BCM252;S2;P02;E;P1;Thursday;14:30;17:30;Biolab C;HATFIELD;
BCM252;S2;P02;E;P1;Thursday;14:30;17:30;Biolab D;HATFIELD;
BCM252;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab A;HATFIELD;
BCM252;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab B;HATFIELD;
BCM252;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab D;HATFIELD;
BCM252;S2;P04;E;P1;Monday;08:30;11:30;Biolab A;HATFIELD;
BCM252;S2;P04;E;P1;Monday;08:30;11:30;Biolab B;HATFIELD;
BCM252;S2;P04;E;P1;Monday;08:30;11:30;Biolab D;HATFIELD;
BCM257;S1;G01;E;L1;Monday;11:30;12:30;Thuto 1-2;HATFIELD;
BCM257;S1;G01;E;L2;Wednesday;07:30;08:30;Thuto 1-2;HATFIELD;
BCM257;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab A;HATFIELD;
BCM257;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab B;HATFIELD;
BCM257;S1;P01;E;P1;Wednesday;09:30;12:30;Biolab D;HATFIELD;
BCM257;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab A;HATFIELD;
BCM257;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab B;HATFIELD;
BCM257;S1;P02;E;P1;Tuesday;10:30;13:30;Biolab D;HATFIELD;
BCM257;S1;P03;E;P1;Monday;13:30;16:30;Biolab A;HATFIELD;
BCM257;S1;P03;E;P1;Monday;13:30;16:30;Biolab B;HATFIELD;
BCM257;S1;P03;E;P1;Monday;13:30;16:30;Biolab D;HATFIELD;
BCM257;S1;P04;E;P1;Thursday;10:30;13:30;Biolab A;HATFIELD;
BCM257;S1;P04;E;P1;Thursday;10:30;13:30;Biolab B;HATFIELD;
BCM257;S1;P04;E;P1;Thursday;10:30;13:30;Biolab D;HATFIELD;
BCM261;S2;G01;E;L1;Tuesday;16:30;17:30;Thuto 3-2;HATFIELD;
BCM261;S2;G01;E;L2;Thursday;08:30;09:30;Thuto 3-2;HATFIELD;
BCM261;S2;P01;E;P1;Friday;13:30;16:30;Biolab A;HATFIELD;
BCM261;S2;P01;E;P1;Friday;13:30;16:30;Biolab B;HATFIELD;
BCM261;S2;P01;E;P1;Friday;13:30;16:30;Biolab D;HATFIELD;
BCM261;S2;P02;E;P1;Thursday;14:30;17:30;Biolab C;HATFIELD;
BCM261;S2;P02;E;P1;Thursday;14:30;17:30;Biolab D;HATFIELD;
BCM261;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab A;HATFIELD;
BCM261;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab B;HATFIELD;
BCM261;S2;P03;E;P1;Tuesday;10:30;13:30;Biolab D;HATFIELD;
BCM261;S2;P04;E;P1;Monday;08:30;11:30;Biolab A;HATFIELD;
BCM261;S2;P04;E;P1;Monday;08:30;11:30;Biolab B;HATFIELD;
BCM261;S2;P04;E;P1;Monday;08:30;11:30;Biolab D;HATFIELD;
BCM356;S1;G01;E;L1;Wednesday;09:30;10:30;EMS 4-150;HATFIELD;
BCM356;S1;G01;E;L2;Friday;08:30;09:30;EMS 4-151;HATFIELD;
BCM356;S1;P01;E;P1;Tuesday;07:30;10:30;Biolab A;HATFIELD;
BCM356;S1;P01;E;P1;Tuesday;07:30;10:30;Biolab B;HATFIELD;
BCM356;S1;P01;E;P1;Tuesday;07:30;10:30;Biolab D;HATFIELD;
BCM356;S1;P02;E;P1;Tuesday;14:30;17:30;Biolab C;HATFIELD;
BCM356;S1;P02;E;P1;Tuesday;14:30;17:30;Biolab D;HATFIELD;
BCM357;S1;G01;E;L1;Monday;10:30;11:30;EMS 4-151;HATFIELD;
BCM357;S1;G01;E;L2;Thursday;07:30;08:30;EMS 4-151;HATFIELD;
BCM357;S1;G01;E;P1;Friday;10:30;13:30;Biolab A;HATFIELD;
BCM357;S1;G01;E;P1;Friday;10:30;13:30;Biolab B;HATFIELD;
BCM357;S1;G01;E;P1;Friday;10:30;13:30;Biolab D;HATFIELD;
BCM367;S2;G01;E;L1;Tuesday;10:30;11:30;EMS 4-151;HATFIELD;
BCM367;S2;G01;E;L2;Wednesday;10:30;11:30;EMS 4-150;HATFIELD;
BCM367;S2;G01;E;P1;Friday;10:30;13:30;Biolab A;HATFIELD;
BCM367;S2;G01;E;P1;Friday;10:30;13:30;Biolab B;HATFIELD;
BCM367;S2;G01;E;P1;Friday;10:30;13:30;Biolab D;HATFIELD;
BCM368;S2;G01;E;L1;Wednesday;11:30;12:30;EMS 4-150;HATFIELD;
BCM368;S2;G01;E;L2;Thursday;10:30;11:30;EMS 4-150;HATFIELD;
BCM368;S2;G01;E;P1;Friday;14:30;17:30;AE Annex;HATFIELD;
BDO121;S2;G01;E;L1;Monday;09:30;11:30;Centenary 6;HATFIELD;
BDO121;S2;G01;E;L2;Wednesday;10:30;11:30;Thuto 3-2;HATFIELD;
BDO214;S1;G01;E;L1;Monday;08:30;09:30;EMS 4-151;HATFIELD;
BDO214;S1;G01;E;L2;Tuesday;07:30;09:30;EMS 4-152;HATFIELD;
BDO224;S2;G01;E;L1;Monday;08:30;10:30;Te Water hall;HATFIELD;
BDO224;S2;G01;E;L2;Thursday;09:30;10:30;Te Water hall;HATFIELD;
BDO272;Y;G01;E;L1;Friday;09:30;10:30;HB 3-24;HATFIELD;
BDO319;S1;G01;E;L1;Monday;08:30;10:30;Louw hall;HATFIELD;
BDO319;S1;G01;E;L2;Friday;10:30;11:30;Louw hall;HATFIELD;
BDO329;S2;G01;E;L1;Tuesday;12:30;13:30;EMS 4-151;HATFIELD;
BDO329;S2;G01;E;L2;Thursday;13:30;15:30;EMS 4-151;HATFIELD;
BDO371;Y;G01;E;L1;Wednesday;13:30;14:30;HB 3-14;HATFIELD;
BDO372;S1;G01;E;L1;Friday;07:30;09:30;HB 3-14;HATFIELD;
BDO373;S2;G01;E;L1;Monday;10:30;11:30;HB 3-14;HATFIELD;
BDO373;S2;G01;E;L2;Tuesday;08:30;09:30;HB 3-14;HATFIELD;
BDO373;S2;G01;E;L3;Wednesday;09:30;10:30;IT 4-3;HATFIELD;
BDO373;S2;G01;E;T1;Thursday;09:30;10:30;HB 3-14;HATFIELD;
BEL200;Y;G01;E;L1;Wednesday;13:30;15:30;Centenary 4;HATFIELD;
BEL200;Y;G01;E;L2;Thursday;07:30;09:30;Centenary 4;HATFIELD;
BEL200;Y;G02;E;L1;Monday;13:30;15:30;Centenary 5;HATFIELD;
BEL200;Y;G02;E;L2;Friday;07:30;09:30;Centenary 1;HATFIELD;
BEL300;Y;G01;E;L1;Monday;09:30;11:00;IT 4-5;HATFIELD;
BEL300;Y;G01;E;L2;Friday;08:30;10:30;IT 4-1;HATFIELD;
BEL300;Y;G02;E;L1;Monday;08:00;09:30;IT 4-1;HATFIELD;
BEL300;Y;G02;E;L2;Friday;10:30;12:30;IT 4-5;HATFIELD;
BEL300;Y;G03;E;L1;Tuesday;09:30;11:00;EMS 4-152;HATFIELD;
BEL300;Y;G03;E;L2;Wednesday;12:30;14:30;Centenary 6;HATFIELD;
BEL300;Y;T01;E;T1;Monday;11:00;13:30;IT 4-1;HATFIELD;
BEL300;Y;T02;E;T1;Monday;16:30;17:30;Thuto 1-2;HATFIELD;
BEL300;Y;T03;E;T1;Thursday;07:30;08:30;IT 4-1;HATFIELD;
BEM120;S2;G01;E;L1;Tuesday;08:30;09:30;Thuto 1-1;HATFIELD;
BEM120;S2;G01;E;L2;Wednesday;09:30;10:30;Thuto 3-2;HATFIELD;
BEM120;S2;G01;E;L3;Thursday;12:30;13:30;Thuto 3-2;HATFIELD;
BEM120;S2;G02;E;L1;Monday;13:30;14:30;Thuto 3-2;HATFIELD;
BEM120;S2;G02;E;L2;Wednesday;12:30;13:30;Thuto 3-2;HATFIELD;
BEM120;S2;G02;E;L3;Thursday;11:30;12:30;Thuto 3-2;HATFIELD;
BEM212;S1;G01;E;L1;Monday;09:30;10:30;Centenary 2;HATFIELD;
BEM212;S1;G01;E;L2;Wednesday;11:30;13:30;Centenary 2;HATFIELD;
BEM212;S1;G02;E;L1;Monday;07:30;08:30;Centenary 2;HATFIELD;
BEM212;S1;G02;E;L2;Wednesday;13:30;15:30;Centenary 2;HATFIELD;
BEM224;S2;G01;E;L1;Monday;12:30;13:30;IT 2-27;HATFIELD;
BEM224;S2;G01;E;L2;Wednesday;12:30;14:30;IT 2-27;HATFIELD;
BEM256;S2;G01;E;L1;Wednesday;08:30;10:30;IT 2-25;HATFIELD;
BEM314;S1;G01;E;L1;Monday;13:30;14:30;Thuto 1-2;HATFIELD;
BEM314;S1;G01;E;L2;Wednesday;13:30;15:30;Thuto 1-2;HATFIELD;
BEM315;S1;G01;E;L1;Tuesday;11:30;12:30;HB 4-12;HATFIELD;
BEM315;S1;G01;E;L2;Thursday;08:30;10:30;HB 4-12;HATFIELD;
BEM321;S2;G01;E;L1;Tuesday;16:30;17:30;Centenary 1;HATFIELD;
BEM321;S2;G01;E;L2;Thursday;15:30;17:30;Centenary 3;HATFIELD;
BEM356;S1;G01;E;L1;Tuesday;13:30;15:30;Theology 2-1;HATFIELD;
BEM356;S1;G01;E;T1;Tuesday;15:30;17:30;Theology 2-1;HATFIELD;
BEM356;S2;G01;E;L1;Monday;13:30;15:30;Theology 2-1;HATFIELD;
BEM356;S2;G01;E;T1;Monday;15:30;17:30;Theology 2-1;HATFIELD;
BER210;S1;G01;E;L1;Wednesday;11:30;12:30;Centenary 1;HATFIELD;
BER210;S1;G01;E;L2;Thursday;15:30;16:30;Centenary 1;HATFIELD;
BER210;S1;G02;E;L1;Wednesday;12:30;13:30;Centenary 3;HATFIELD;
BER210;S1;G02;E;L2;Thursday;09:30;10:30;EMS 4-152;HATFIELD;
BER210;S1;G03;E;L1;Tuesday;07:30;08:30;Centenary 5;HATFIELD;
BER210;S1;G03;E;L2;Friday;10:30;11:30;Centenary 5;HATFIELD;
BER210;S1;T01;E;T1;Monday;12:30;13:30;vd Bijl hall;HATFIELD;
BER210;S1;T02;E;T1;Monday;16:30;17:30;Centenary 3;HATFIELD;
BER210;S1;T03;E;T1;Monday;13:30;14:30;IT 4-1;HATFIELD;
BER220;S2;G01;E;L1;Wednesday;11:30;12:30;Centenary 2;HATFIELD;
BER220;S2;G01;E;L2;Thursday;10:30;11:30;Centenary 1;HATFIELD;
BER220;S2;G02;E;L1;Wednesday;12:30;13:30;Thuto 1-2;HATFIELD;
BER220;S2;G02;E;L2;Thursday;11:30;12:30;Thuto 1-1;HATFIELD;
BER220;S2;G03;E;L1;Tuesday;11:30;12:30;Centenary 4;HATFIELD;
BER220;S2;G03;E;L2;Thursday;14:30;15:30;Centenary 4;HATFIELD;
BER220;S2;T01;E;T1;Wednesday;13:30;14:30;Thuto 3-2;HATFIELD;
BER220;S2;T02;E;T1;Friday;13:30;14:30;Centenary 2;HATFIELD;
BER220;S2;T03;E;T1;Friday;14:30;15:30;Centenary 2;HATFIELD;
BER310;S1;G01;E;L1;Wednesday;10:30;12:30;Law building 1-54;HATFIELD;B4   
BER310;S1;G01;E;L2;Thursday;09:30;11:30;Centenary 6;HATFIELD;
BES220;S2;G01;E;L1;Tuesday;09:30;10:30;Thuto 3-2;HATFIELD;c3p3s3
BES220;S2;G01;E;L2;Thursday;08:30;09:30;Eng III - 6;HATFIELD;C2M2P2S2   
BES220;S2;G01;E;L3;Friday;10:30;11:30;Thuto 1-2;HATFIELD;
BES220;S2;G02;E;L1;Monday;07:30;08:30;Eng III - 6;HATFIELD;b3e3m3n3r3z3
BES220;S2;G02;E;L2;Thursday;07:30;08:30;Eng III - 6;HATFIELD;B2E2N2R2Z2   
BES220;S2;G02;E;L3;Friday;12:30;13:30;Eng III - 6;HATFIELD;
BFB320;S2;G01;E;L1;Friday;11:30;13:30;Eng III - 2;HATFIELD;B3   
BFB320;S2;G01;E;O1;Monday;12:30;13:30;Eng III - 2;HATFIELD;B3   
BGC410;S1;G01;E;L1;Tuesday;07:30;09:30;Eng II 3-40;HATFIELD;B4   
BGC410;S1;G01;E;L2;Friday;15:30;17:30;Eng II 3-40;HATFIELD;
BID320;S2;G01;E;L1;Monday;13:30;15:30;Eng I 1-4;HATFIELD;B3   
BID320;S2;G01;E;L1;Monday;13:30;15:30;Eng NS2 Comp Lab 1;HATFIELD;
BID320;S2;G01;E;L1;Monday;13:30;15:30;Eng NS2 Comp Lab 2;HATFIELD;
BID320;S2;G01;E;L1;Monday;13:30;15:30;Eng NS2 Comp Lab 3;HATFIELD;
BID320;S2;G01;E;L1;Monday;13:30;15:30;Eng NS2 Comp Lab 4;HATFIELD;
BID320;S2;G01;E;L2;Wednesday;11:30;12:30;Eng I 1-4;HATFIELD;
BID320;S2;G01;E;L2;Wednesday;11:30;12:30;Eng NS2 Comp Lab 1;HATFIELD;
BID320;S2;G01;E;L2;Wednesday;11:30;12:30;Eng NS2 Comp Lab 2;HATFIELD;
BID320;S2;G01;E;L2;Wednesday;11:30;12:30;Eng NS2 Comp Lab 3;HATFIELD;
BID320;S2;G01;E;L2;Wednesday;11:30;12:30;Eng NS2 Comp Lab 4;HATFIELD;
BID320;S2;G01;E;P1;Thursday;08:30;10:30;Eng I 1-1;HATFIELD;B3   
BID320;S2;G01;E;P1;Thursday;08:30;10:30;Eng NS2 Comp Lab 1;HATFIELD;
BID320;S2;G01;E;P1;Thursday;08:30;10:30;Eng NS2 Comp Lab 2;HATFIELD;
BID320;S2;G01;E;P1;Thursday;08:30;10:30;Eng NS2 Comp Lab 3;HATFIELD;
BID320;S2;G01;E;P1;Thursday;08:30;10:30;Eng NS2 Comp Lab 4;HATFIELD;
BID320;S2;G01;E;T1;Wednesday;12:30;13:30;Eng I 1-4;HATFIELD;B3   
BID320;S2;G01;E;T1;Wednesday;12:30;13:30;Eng NS2 Comp Lab 1;HATFIELD;
BID320;S2;G01;E;T1;Wednesday;12:30;13:30;Eng NS2 Comp Lab 2;HATFIELD;
BID320;S2;G01;E;T1;Wednesday;12:30;13:30;Eng NS2 Comp Lab 3;HATFIELD;
BID320;S2;G01;E;T1;Wednesday;12:30;13:30;Eng NS2 Comp Lab 4;HATFIELD;
BIE420;S2;G01;E;D1;Tuesday;09:30;10:30;Eng II 4-38;HATFIELD;B4   
BIE420;S2;G01;E;L1;Monday;09:30;11:30;Eng III - 5;HATFIELD;B4   
BJJ210;S1;G01;E;L1;Monday;11:30;13:30;Eng III - 3;HATFIELD;b3
BJJ210;S1;G01;E;L2;Wednesday;10:30;11:30;Eng II 2-37;HATFIELD;B2   
BJJ210;S1;G01;E;O1;Wednesday;11:30;12:30;Eng II 2-37;HATFIELD;b3
BLK320;S2;G01;E;L1;Tuesday;14:30;16:30;Eng I 1-1;HATFIELD;B3   
BLK320;S2;G01;E;L2;Friday;09:30;11:30;Eng III - 2;HATFIELD;
BLK320;S2;G01;E;T1;Wednesday;13:30;15:30;Eng II 2-37;HATFIELD;B3   
BLP420;S2;G01;E;L1;Tuesday;08:30;09:30;Law building 1-31;HATFIELD;
BLP420;S2;G01;E;L2;Thursday;14:30;15:30;Law building 1-31;HATFIELD;
BLR310;S1;G01;E;L1;Monday;10:30;11:30;EMS 4-152;HATFIELD;
BLR310;S1;G01;E;L2;Friday;10:30;11:30;Centenary 3;HATFIELD;
BLR310;S1;G02;E;L1;Monday;14:30;15:30;Thuto 1-2;HATFIELD;
BLR310;S1;G02;E;L2;Friday;12:30;13:30;Thuto 1-2;HATFIELD;
BME120;S2;G01;E;L1;Monday;08:30;09:30;Thuto 1-2;HATFIELD;
BME120;S2;G01;E;L2;Tuesday;08:30;09:30;Thuto 1-2;HATFIELD;
BME120;S2;G01;E;L3;Wednesday;09:30;10:30;Thuto 1-1;HATFIELD;
BME120;S2;G01;E;L4;Friday;11:30;12:30;Thuto 1-2;HATFIELD;
BME120;S2;G02;E;L1;Monday;12:30;13:30;Thuto 1-1;HATFIELD;
BME120;S2;G02;E;L2;Tuesday;09:30;10:30;Thuto 1-2;HATFIELD;
BME120;S2;G02;E;L3;Wednesday;08:30;09:30;Thuto 1-1;HATFIELD;
BME120;S2;G02;E;L4;Friday;12:30;13:30;Thuto 1-2;HATFIELD;
BME120;S2;G03;E;L1;Monday;10:30;11:30;Thuto 1-2;HATFIELD;
BME120;S2;G03;E;L2;Tuesday;07:30;08:30;Thuto 1-2;HATFIELD;
BME120;S2;G03;E;L3;Thursday;09:30;10:30;Large Chemistry hall;HATFIELD;
BME120;S2;G03;E;L4;Friday;07:30;08:30;Thuto 3-1;HATFIELD;
BME120;S2;P01;E;P1;Monday;13:30;15:30;Roos hall;HATFIELD;
BME120;S2;P02;E;P1;Monday;15:30;17:30;Roos hall;HATFIELD;
BME120;S2;P03;E;P1;Thursday;14:30;16:30;Louw hall;HATFIELD;
BME120;S2;P04;E;P1;Tuesday;14:30;16:30;Large Chemistry hall;HATFIELD;
BME210;S1;G01;E;L1;Monday;10:30;11:30;IT 2-25;HATFIELD;
BME210;S1;G01;E;L2;Tuesday;13:30;14:30;IT 2-25;HATFIELD;
BME210;S1;G01;E;L3;Thursday;07:30;08:30;IT 2-25;HATFIELD;
BME210;S1;G01;E;L4;Friday;13:30;14:30;IT 2-25;HATFIELD;
BME210;S1;G01;E;P1;Wednesday;14:30;17:30;IT 2-25;HATFIELD;
BMN420;S2;G01;E;L1;Tuesday;10:30;12:30;Agric Annex 2-18;HATFIELD;
BOB310;S1;G01;E;L1;Thursday;09:30;11:30;Eng III - 2;HATFIELD;B3   
BOB310;S1;G01;E;L2;Friday;10:30;12:30;Eng III - 3;HATFIELD;
BOB310;S1;G01;E;P1;Monday;07:30;09:30;Eng NS2 Comp Lab 1;HATFIELD;B3   
BOB310;S1;G01;E;P1;Monday;07:30;09:30;Eng NS2 Comp Lab 2;HATFIELD;
BOB310;S1;G01;E;P1;Monday;07:30;09:30;Eng NS2 Comp Lab 3;HATFIELD;
BOB310;S1;G01;E;P1;Monday;07:30;09:30;Eng NS2 Comp Lab 4;HATFIELD;
BON410;S1;G01;E;L1;Monday;11:30;13:30;Eng II 3-40;HATFIELD;B4   
BON410;S1;G01;E;L2;Wednesday;08:30;09:30;Eng II 4-38;HATFIELD;
BON410;S1;G01;E;T1;Wednesday;09:30;10:30;Eng II 4-38;HATFIELD;B4   
BOT161;S2;G01;E;L1;Monday;07:30;08:30;AE du Toit Auditorium;HATFIELD;
BOT161;S2;G01;E;L2;Friday;09:30;10:30;AE du Toit Auditorium;HATFIELD;
BOT161;S2;G02;E;L1;Thursday;09:30;10:30;AE du Toit Auditorium;HATFIELD;
BOT161;S2;G02;E;L2;Friday;13:30;14:30;AE du Toit Auditorium;HATFIELD;
BOT161;S2;P01;E;P1;Wednesday;10:30;13:30;Plant Science complex 2-11;HATFIELD;
BOT161;S2;P02;E;P1;Thursday;10:30;13:30;Plant Science complex 2-11;HATFIELD;
BOT161;S2;P03;E;P1;Wednesday;14:30;17:30;Plant Science complex 2-11;HATFIELD;
BOT161;S2;P04;E;P1;Thursday;14:30;17:30;Plant Science complex 2-11;HATFIELD;
BOT161;S2;P05;E;P1;Monday;14:30;17:30;Plant Science complex 2-11;HATFIELD;
BOT251;S1;G01;E;L1;Tuesday;09:30;10:30;vd Bijl hall;HATFIELD;
BOT251;S1;G01;E;L2;Friday;12:30;13:30;Centenary 6;HATFIELD;
BOT251;S1;G01;E;P1;Tuesday;10:30;13:30;Centenary 4;HATFIELD;
BOT251;S1;G01;E;P1;Tuesday;10:30;13:30;HB 4-15;HATFIELD;
BOT261;S2;G01;E;L1;Monday;10:30;11:30;South hall;HATFIELD;
BOT261;S2;G01;E;L2;Thursday;09:30;10:30;South hall;HATFIELD;
BOT261;S2;P01;E;P1;Tuesday;10:30;13:30;Plant Science complex 2-10;HATFIELD;
BOT261;S2;P01;E;P1;Tuesday;10:30;13:30;Plant Science complex 2-11;HATFIELD;
BOT261;S2;P02;E;P1;Tuesday;13:30;16:30;Plant Science complex 2-10;HATFIELD;
BOT261;S2;P02;E;P1;Tuesday;13:30;16:30;Plant Science complex 2-11;HATFIELD;
BOT356;S1;G01;E;L1;Monday;12:30;13:30;Plant Science Auditorium 3-50;HATFIELD;
BOT356;S1;G01;E;L2;Wednesday;07:30;08:30;Plant Science Auditorium 3-50;HATFIELD;
BOT356;S1;G01;E;P1;Monday;13:30;16:30;Plant Science complex 2-10;HATFIELD;
BOT358;S1;G01;E;L1;Monday;11:30;12:30;Plant Science Auditorium 3-50;HATFIELD;
BOT358;S1;G01;E;L2;Friday;14:30;15:30;Plant Science Auditorium 3-50;HATFIELD;
BOT358;S1;G01;E;P1;Wednesday;14:30;17:30;Plant Science complex 2-11;HATFIELD;
BOT365;S2;G01;E;L1;Monday;09:30;10:30;Plant Science Auditorium 3-50;HATFIELD;
BOT365;S2;G01;E;L2;Wednesday;07:30;08:30;Plant Science Auditorium 3-50;HATFIELD;
BOT365;S2;G01;E;P1;Monday;14:30;17:30;Plant Science complex 2-10;HATFIELD;
BOT366;S2;G01;E;L1;Monday;10:30;11:30;Plant Science Auditorium 3-50;HATFIELD;
BOT366;S2;G01;E;L2;Tuesday;09:30;10:30;Plant Science Auditorium 3-50;HATFIELD;
BOT366;S2;G01;E;P1;Wednesday;14:30;17:30;Plant Science complex 2-10;HATFIELD;
BOZ312;S1;G01;E;L1;Monday;13:30;15:30;Eng III - 2;HATFIELD;B3   
